Processo, 94, tempo, 484.521976
Processo, 20, tempo, 485.078583
Processo, 89, tempo, 485.070449
Processo, 4, tempo, 485.330579
Processo, 50, tempo, 485.548753
Processo, 54, tempo, 485.603195
Processo, 34, tempo, 486.008195
Processo, 53, tempo, 485.906977
Processo, 12, tempo, 486.030059
Processo, 0, tempo, 486.153608
Processo, 45, tempo, 486.129236
Processo, 47, tempo, 486.166963
Processo, 80, tempo, 486.173175
Processo, 65, tempo, 486.135597
Processo, 68, tempo, 486.308572
Processo, 92, tempo, 486.324305
Processo, 72, tempo, 486.379440
Processo, 99, tempo, 486.458289
Processo, 81, tempo, 486.584899
Processo, 83, tempo, 486.581233
Processo, 3, tempo, 486.680296
Processo, 30, tempo, 486.764042
Processo, 29, tempo, 486.862481
Processo, 96, tempo, 486.663908
Processo, 51, tempo, 486.662875
Processo, 79, tempo, 486.866140
Processo, 21, tempo, 487.342791
Processo, 75, tempo, 487.251764
Processo, 32, tempo, 487.554552
Processo, 82, tempo, 487.628784
Processo, 44, tempo, 487.836077
Processo, 63, tempo, 487.831175
Processo, 22, tempo, 488.087885
Processo, 25, tempo, 488.086626
Processo, 62, tempo, 488.087494
Processo, 24, tempo, 488.273753
Processo, 48, tempo, 488.248837
Processo, 60, tempo, 488.213726
Processo, 86, tempo, 488.225197
Processo, 52, tempo, 488.233950
Processo, 55, tempo, 488.255430
Processo, 11, tempo, 488.400472
Processo, 38, tempo, 488.380725
Processo, 16, tempo, 488.500744
Processo, 2, tempo, 488.504492
Processo, 69, tempo, 488.414650
Processo, 33, tempo, 488.548736
Processo, 90, tempo, 488.480272
Processo, 28, tempo, 488.619052
Processo, 88, tempo, 488.567976
Processo, 87, tempo, 488.603603
Processo, 26, tempo, 488.764892
Processo, 13, tempo, 488.779809
Processo, 43, tempo, 488.762990
Processo, 91, tempo, 488.682020
Processo, 5, tempo, 488.828925
Processo, 39, tempo, 488.818861
Processo, 58, tempo, 488.766600
Processo, 57, tempo, 488.769351
Processo, 77, tempo, 488.781371
Processo, 41, tempo, 488.906865
Processo, 1, tempo, 489.031075
Processo, 64, tempo, 488.908680
Processo, 35, tempo, 489.052158
Processo, 9, tempo, 489.067319
Processo, 15, tempo, 489.038051
Processo, 73, tempo, 489.013307
Processo, 97, tempo, 488.996637
Processo, 95, tempo, 489.001731
Processo, 70, tempo, 489.050466
Processo, 27, tempo, 489.163725
Processo, 17, tempo, 489.202892
Processo, 23, tempo, 489.275622
Processo, 78, tempo, 489.156312
Processo, 8, tempo, 489.439904
Processo, 71, tempo, 489.315459
Processo, 61, tempo, 489.333288
Processo, 66, tempo, 489.458186
Processo, 19, tempo, 489.582565
Processo, 98, tempo, 489.476714
Processo, 74, tempo, 489.495968
Processo, 93, tempo, 489.443564
Processo, 36, tempo, 489.633142
Processo, 49, tempo, 489.588555
Processo, 76, tempo, 489.568394
Processo, 18, tempo, 489.685565
Processo, 46, tempo, 489.651637
Processo, 56, tempo, 489.602682
Processo, 14, tempo, 489.746118
Processo, 10, tempo, 489.754177
Processo, 84, tempo, 489.618955
Processo, 67, tempo, 489.662782
Processo, 40, tempo, 489.773207
Processo, 85, tempo, 489.680903
Processo, 37, tempo, 489.822744
Processo, 31, tempo, 489.846340
Processo, 7, tempo, 489.880073
Processo, 6, tempo, 489.739809
Processo, 42, tempo, 489.898235
Processo, 59, tempo, 489.865340
